FID;FTYPE;DATE;TIMESTAMP;MACHINE;LANE;STAGE;OUTPUT;MJSID;LOTNAME;LOTNUMBER;SERIAL;PRODUCTID;PRODUCT;FID;BNDRcgStop;BNDStop;Board;BRcgStop;Bwait;CDErr;CMErr;CnvStop;CPErr;CRErr;CTErr;Cwait;FBStop;Fwait;JointPassWait;JudgeStop;LotBoard;LotModule;McFwait;McRwait;MHRcgStop;Module;OtherLStop;OthrStop;Pwait;Rwait;SCEStop;SCStop;Swait;TDispense;TDMiss;THMiss;TMMiss;TPickup;TPMiss;TPriming;Trbl;TRMiss;TRSErr;TRSMiss
728;u01;20130830042141083;1377854501;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525801;233;PTA635AA001_BA001_CA001_RSA635BA001_4;728;0;0;893;0;0;0;0;0;0;0;0;0;0;44;0;0;893;893;11;841;0;893;829;0;0;1101;0;2;0;0;0;0;0;134868;23;0;0;2;0;0
729;u01;20130830031930485;1377850770;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525725;233;PTA635AA001_BA001_CA001_RSA635BA001_4;729;0;0;817;0;0;0;0;0;0;0;0;0;0;44;0;0;817;817;11;776;0;817;757;0;0;988;0;2;0;0;0;0;0;123385;17;0;0;1;0;0
730;u01;20130830002031897;1377840031;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525649;232;PTA635AA001_BA001_CA001_RRA635BA001_3;730;0;0;735;0;0;0;0;0;0;0;0;0;0;12;0;0;735;735;11;534;0;735;329;0;0;868;0;0;0;0;0;3;0;138966;42;0;0;6;0;0
731;u01;20130830005647369;1377842207;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525693;232;PTA635AA001_BA001_CA001_RRA635BA001_3;731;0;0;779;0;0;0;0;0;0;0;0;0;0;12;0;0;779;779;11;588;0;779;346;0;0;926;0;0;0;0;0;3;0;147285;44;0;0;7;0;0
732;u01;20130830052253686;1377858173;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525869;233;PTA635AA001_BA001_CA001_RSA635BA001_4;732;0;0;961;0;0;0;0;0;0;0;0;0;0;44;0;0;961;961;11;903;0;961;894;0;0;1195;1;5;0;0;0;0;0;145137;24;0;0;2;0;0
733;u01;20130830011116573;1377843076;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525569;233;PTA635AA001_BA001_CA001_RSA635BA001_4;733;0;0;661;0;0;0;0;0;0;0;0;0;0;41;0;0;661;661;11;602;0;661;611;0;0;786;0;0;0;0;0;0;0;99825;13;0;0;1;0;0
734;u01;20130830061849232;1377861529;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525935;233;PTA635AA001_BA001_CA001_RSA635BA001_4;734;0;0;1027;0;0;0;0;0;0;0;0;0;0;51;0;0;1027;1027;11;967;0;1027;943;0;0;1279;1;5;0;0;0;0;0;155105;26;0;0;2;0;0
735;u01;20130830063432544;1377862472;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526088;232;PTA635AA001_BA001_CA001_RRA635BA001_3;735;0;0;1174;0;0;0;0;0;0;0;0;0;0;12;0;0;1174;1174;11;967;0;1174;543;1;1;1421;0;5;0;0;0;4;0;221956;57;0;0;9;0;0
736;u01;20130830051231038;1377857551;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525861;233;PTA635AA001_BA001_CA001_RSA635BA001_4;736;0;0;953;0;0;0;0;0;0;0;0;0;0;44;0;0;953;953;11;897;0;953;887;0;0;1187;1;3;0;0;0;0;0;143929;24;0;0;2;0;0
737;u01;20130830011229520;1377843149;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525710;232;PTA635AA001_BA001_CA001_RRA635BA001_3;737;0;0;796;0;0;0;0;0;0;0;0;0;0;12;0;0;796;796;11;604;0;796;355;0;0;950;0;0;0;0;0;4;0;150499;44;0;0;7;0;0
738;u01;20130830051721087;1377857841;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526003;232;PTA635AA001_BA001_CA001_RRA635BA001_3;738;0;0;1089;0;0;0;0;0;0;0;0;0;0;12;0;0;1089;1089;11;899;0;1089;491;1;0;1323;0;5;0;0;0;4;0;205887;53;0;0;9;0;0
739;u01;20130830002847432;1377840527;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525660;232;PTA635AA001_BA001_CA001_RRA635BA001_3;739;0;0;746;0;0;0;0;0;0;0;0;0;0;12;0;0;746;746;11;550;0;746;331;0;0;884;0;0;0;0;0;3;0;141045;42;0;0;6;0;0
740;u01;20130830063718642;1377862638;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526093;232;PTA635AA001_BA001_CA001_RRA635BA001_3;740;0;0;1179;0;0;0;0;0;0;0;0;0;0;12;0;0;1179;1179;11;967;0;1179;547;1;1;1421;0;5;0;0;0;4;0;222901;57;0;0;9;0;0
741;u01;20130830050007305;1377856807;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525851;233;PTA635AA001_BA001_CA001_RSA635BA001_4;741;0;0;943;0;0;0;0;0;0;0;0;0;0;44;0;0;943;943;11;884;0;943;879;0;0;1171;1;3;0;0;0;0;0;142419;24;0;0;2;0;0
742;u01;20130830044629012;1377855989;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525973;232;PTA635AA001_BA001_CA001_RRA635BA001_3;742;0;0;1059;0;0;0;0;0;0;0;0;0;0;12;0;0;1059;1059;11;868;0;1059;478;1;0;1282;0;3;0;0;0;4;0;200217;53;0;0;9;0;0
743;u01;20130830053906721;1377859146;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526023;232;PTA635AA001_BA001_CA001_RRA635BA001_3;743;0;0;1109;0;0;0;0;0;0;0;0;0;0;12;0;0;1109;1109;11;912;0;1109;508;1;1;1347;0;5;0;0;0;4;0;209669;55;0;0;9;0;0
744;u01;20130830064611726;1377863171;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526105;232;PTA635AA001_BA001_CA001_RRA635BA001_3;744;0;0;1191;0;0;0;0;0;0;0;0;0;0;12;0;0;1191;1191;11;967;0;1191;552;1;1;1436;0;5;0;0;0;4;0;225172;59;0;0;10;0;0
745;u01;20130830063916105;1377862756;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525954;233;PTA635AA001_BA001_CA001_RSA635BA001_4;745;0;0;1046;0;0;0;0;0;0;0;0;0;0;60;0;0;1046;1046;11;967;0;1046;961;0;0;1279;1;5;0;0;0;0;0;157976;27;0;0;3;0;0
746;u01;20130830034003384;1377852003;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525751;233;PTA635AA001_BA001_CA001_RSA635BA001_4;746;0;0;843;0;0;0;0;0;0;0;0;0;0;44;0;0;843;843;11;801;0;843;781;0;0;1022;0;2;0;0;0;0;0;127313;19;0;0;1;0;0
747;u01;20130830000842733;1377839322;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525498;233;PTA635AA001_BA001_CA001_RSA635BA001_4;747;0;0;590;0;0;0;0;0;0;0;0;0;0;41;0;0;590;590;11;515;0;590;542;0;0;676;0;0;0;0;0;0;0;89100;10;0;0;0;0;0
748;u01;20130830032520369;1377851120;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525872;232;PTA635AA001_BA001_CA001_RRA635BA001_3;748;0;0;958;0;0;0;0;0;0;0;0;0;0;12;0;0;958;958;11;782;0;958;421;0;0;1162;0;2;0;0;0;4;0;181125;50;0;0;9;0;0
749;u01;20130830032212741;1377850932;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525868;232;PTA635AA001_BA001_CA001_RRA635BA001_3;749;0;0;954;0;0;0;0;0;0;0;0;0;0;12;0;0;954;954;11;780;0;954;418;0;0;1157;0;2;0;0;0;4;0;180369;50;0;0;9;0;0
750;u01;20130830015532538;1377845732;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525764;232;PTA635AA001_BA001_CA001_RRA635BA001_3;750;0;0;850;0;0;0;0;0;0;0;0;0;0;12;0;0;850;850;11;666;0;850;372;0;0;1024;0;2;0;0;0;4;0;160707;46;0;0;7;0;0
751;u01;20130830000621666;1377839181;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525495;233;PTA635AA001_BA001_CA001_RSA635BA001_4;751;0;0;587;0;0;0;0;0;0;0;0;0;0;41;0;0;587;587;11;513;0;587;539;0;0;672;0;0;0;0;0;0;0;88647;10;0;0;0;0;0
752;u01;20130830035532280;1377852932;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525905;232;PTA635AA001_BA001_CA001_RRA635BA001_3;752;0;0;991;0;0;0;0;0;0;0;0;0;0;12;0;0;991;991;11;807;0;991;440;0;0;1203;0;2;0;0;0;4;0;187364;52;0;0;9;0;0
753;u01;20130830032259672;1377850979;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525869;232;PTA635AA001_BA001_CA001_RRA635BA001_3;753;0;0;955;0;0;0;0;0;0;0;0;0;0;12;0;0;955;955;11;781;0;955;418;0;0;1158;0;2;0;0;0;4;0;180558;50;0;0;9;0;0
754;u01;20130830070512614;1377864312;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525974;233;PTA635AA001_BA001_CA001_RSA635BA001_4;754;0;0;1066;0;0;0;0;0;0;0;0;0;0;70;0;0;1066;1066;11;967;0;1066;977;0;0;1279;1;5;0;0;0;0;0;160996;27;0;0;3;0;0
755;u01;20130830031958075;1377850798;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525865;232;PTA635AA001_BA001_CA001_RRA635BA001_3;755;0;0;951;0;0;0;0;0;0;0;0;0;0;12;0;0;951;951;11;777;0;951;416;0;0;1152;0;2;0;0;0;4;0;179800;48;0;0;9;0;0
756;u01;20130830021903540;1377847143;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525790;232;PTA635AA001_BA001_CA001_RRA635BA001_3;756;0;0;876;0;0;0;0;0;0;0;0;0;0;12;0;0;876;876;11;703;0;876;385;0;0;1056;0;2;0;0;0;4;0;165624;48;0;0;8;0;0
757;u01;20130830053952010;1377859192;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526024;232;PTA635AA001_BA001_CA001_RRA635BA001_3;757;0;0;1110;0;0;0;0;0;0;0;0;0;0;12;0;0;1110;1110;11;914;0;1110;508;1;1;1349;0;5;0;0;0;4;0;209858;55;0;0;9;0;0
758;u01;20130830031415220;1377850455;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525718;233;PTA635AA001_BA001_CA001_RSA635BA001_4;758;0;0;810;0;0;0;0;0;0;0;0;0;0;44;0;0;810;810;11;766;0;810;750;0;0;979;0;2;0;0;0;0;0;122328;17;0;0;1;0;0
759;u01;20130830003018615;1377840618;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525662;232;PTA635AA001_BA001_CA001_RRA635BA001_3;759;0;0;748;0;0;0;0;0;0;0;0;0;0;12;0;0;748;748;11;552;0;748;332;0;0;886;0;0;0;0;0;3;0;141423;42;0;0;6;0;0
760;u01;20130830010300152;1377842580;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525558;233;PTA635AA001_BA001_CA001_RSA635BA001_4;760;0;0;650;0;0;0;0;0;0;0;0;0;0;41;0;0;650;650;11;591;0;650;600;0;0;769;0;0;0;0;0;0;0;98164;13;0;0;1;0;0
761;u01;20130830042123833;1377854483;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525940;232;PTA635AA001_BA001_CA001_RRA635BA001_3;761;0;0;1026;0;0;0;0;0;0;0;0;0;0;12;0;0;1026;1026;11;841;0;1026;458;0;0;1251;0;2;0;0;0;4;0;193980;53;0;0;9;0;0
762;u01;20130830032537543;1377851137;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525733;233;PTA635AA001_BA001_CA001_RSA635BA001_4;762;0;0;825;0;0;0;0;0;0;0;0;0;0;44;0;0;825;825;11;782;0;825;764;0;0;999;0;2;0;0;0;0;0;124594;18;0;0;1;0;0
763;u01;20130830020219950;1377846139;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525773;232;PTA635AA001_BA001_CA001_RRA635BA001_3;763;0;0;859;0;0;0;0;0;0;0;0;0;0;12;0;0;859;859;11;676;0;859;377;0;0;1034;0;2;0;0;0;4;0;162410;48;0;0;7;0;0
764;u01;20130830053838655;1377859118;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525883;233;PTA635AA001_BA001_CA001_RSA635BA001_4;764;0;0;975;0;0;0;0;0;0;0;0;0;0;44;0;0;975;975;11;910;0;975;907;0;0;1210;1;5;0;0;0;0;0;147252;25;0;0;2;0;0
765;u01;20130830053303348;1377858783;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525875;233;PTA635AA001_BA001_CA001_RSA635BA001_4;765;0;0;967;0;0;0;0;0;0;0;0;0;0;44;0;0;967;967;11;907;0;967;899;0;0;1202;1;5;0;0;0;0;0;146044;25;0;0;2;0;0
766;u01;20130830025305285;1377849185;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525690;233;PTA635AA001_BA001_CA001_RSA635BA001_4;766;0;0;782;0;0;0;0;0;0;0;0;0;0;44;0;0;782;782;11;728;0;782;722;0;0;939;0;2;0;0;0;0;0;118100;17;0;0;1;0;0
767;u01;20130830055931579;1377860371;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526049;232;PTA635AA001_BA001_CA001_RRA635BA001_3;767;0;0;1135;0;0;0;0;0;0;0;0;0;0;12;0;0;1135;1135;11;939;0;1135;520;1;1;1381;0;5;0;0;0;4;0;214584;56;0;0;9;0;0
768;u01;20130830021713471;1377847033;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525650;233;PTA635AA001_BA001_CA001_RSA635BA001_4;768;0;0;742;0;0;0;0;0;0;0;0;0;0;41;0;0;742;742;11;702;0;742;686;0;0;908;0;2;0;0;0;0;0;112058;15;0;0;1;0;0
769;u01;20130830012141796;1377843701;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525722;232;PTA635AA001_BA001_CA001_RRA635BA001_3;769;0;0;808;0;0;0;0;0;0;0;0;0;0;12;0;0;808;808;11;617;0;808;361;0;0;967;0;2;0;0;0;4;0;152767;44;0;0;7;0;0
770;u01;20130830003448426;1377840888;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525526;233;PTA635AA001_BA001_CA001_RSA635BA001_4;770;0;0;618;0;0;0;0;0;0;0;0;0;0;41;0;0;618;618;11;557;0;618;568;0;0;722;0;0;0;0;0;0;0;93330;11;0;0;1;0;0
771;u01;20130830042741876;1377854861;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525809;233;PTA635AA001_BA001_CA001_RSA635BA001_4;771;0;0;901;0;0;0;0;0;0;0;0;0;0;44;0;0;901;901;11;852;0;901;837;0;0;1113;0;2;0;0;0;0;0;136076;23;0;0;2;0;0
772;u01;20130830002632971;1377840392;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525657;232;PTA635AA001_BA001_CA001_RRA635BA001_3;772;0;0;743;0;0;0;0;0;0;0;0;0;0;12;0;0;743;743;11;546;0;743;329;0;0;880;0;0;0;0;0;3;0;140478;42;0;0;6;0;0
773;u01;20130830013234162;1377844354;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525734;232;PTA635AA001_BA001_CA001_RRA635BA001_3;773;0;0;820;0;0;0;0;0;0;0;0;0;0;12;0;0;820;820;11;637;0;820;363;0;0;987;0;2;0;0;0;4;0;155036;45;0;0;7;0;0
774;u01;20130830002802471;1377840482;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525659;232;PTA635AA001_BA001_CA001_RRA635BA001_3;774;0;0;745;0;0;0;0;0;0;0;0;0;0;12;0;0;745;745;11;548;0;745;330;0;0;882;0;0;0;0;0;3;0;140856;42;0;0;6;0;0
775;u01;20130830005004273;1377841804;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525684;232;PTA635AA001_BA001_CA001_RRA635BA001_3;775;0;0;770;0;0;0;0;0;0;0;0;0;0;12;0;0;770;770;11;581;0;770;341;0;0;916;0;0;0;0;0;3;0;145583;43;0;0;7;0;0
776;u01;20130830055116082;1377859876;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525899;233;PTA635AA001_BA001_CA001_RSA635BA001_4;776;0;0;991;0;0;0;0;0;0;0;0;0;0;44;0;0;991;991;11;931;0;991;923;0;0;1236;1;5;0;0;0;0;0;149669;26;0;0;2;0;0
777;u01;20130830013910546;1377844750;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525743;232;PTA635AA001_BA001_CA001_RRA635BA001_3;777;0;0;829;0;0;0;0;0;0;0;0;0;0;12;0;0;829;829;11;645;0;829;367;0;0;997;0;2;0;0;0;4;0;156737;45;0;0;7;0;0
778;u01;20130830035111172;1377852671;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525899;232;PTA635AA001_BA001_CA001_RRA635BA001_3;778;0;0;985;0;0;0;0;0;0;0;0;0;0;12;0;0;985;985;11;805;0;985;435;0;0;1193;0;2;0;0;0;4;0;186228;50;0;0;9;0;0
779;u01;20130830065552841;1377863752;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525962;233;PTA635AA001_BA001_CA001_RSA635BA001_4;779;0;0;1054;0;0;0;0;0;0;0;0;0;0;64;0;0;1054;1054;11;967;0;1054;967;0;0;1279;1;5;0;0;0;0;0;159184;27;0;0;3;0;0
780;u01;20130830032930698;1377851370;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525877;232;PTA635AA001_BA001_CA001_RRA635BA001_3;780;0;0;963;0;0;0;0;0;0;0;0;0;0;12;0;0;963;963;11;785;0;963;424;0;0;1168;0;2;0;0;0;4;0;182070;50;0;0;9;0;0
781;u01;20130830003645380;1377841005;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525668;232;PTA635AA001_BA001_CA001_RRA635BA001_3;781;0;0;754;0;0;0;0;0;0;0;0;0;0;12;0;0;754;754;11;561;0;754;332;0;0;895;0;0;0;0;0;3;0;142558;42;0;0;7;0;0
782;u01;20130830013842833;1377844722;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525603;233;PTA635AA001_BA001_CA001_RSA635BA001_4;782;0;0;695;0;0;0;0;0;0;0;0;0;0;41;0;0;695;695;11;644;0;695;645;0;0;837;0;2;0;0;0;0;0;104961;15;0;0;1;0;0
783;u01;20130830020800905;1377846480;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525639;233;PTA635AA001_BA001_CA001_RSA635BA001_4;783;0;0;731;0;0;0;0;0;0;0;0;0;0;41;0;0;731;731;11;684;0;731;677;0;0;893;0;2;0;0;0;0;0;110397;15;0;0;1;0;0
784;u01;20130830044013284;1377855613;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525964;232;PTA635AA001_BA001_CA001_RRA635BA001_3;784;0;0;1050;0;0;0;0;0;0;0;0;0;0;12;0;0;1050;1050;11;866;0;1050;469;1;0;1277;0;3;0;0;0;4;0;198516;53;0;0;9;0;0
785;u01;20130830065857360;1377863937;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526117;232;PTA635AA001_BA001_CA001_RRA635BA001_3;785;0;0;1203;0;0;0;0;0;0;0;0;0;0;12;0;0;1203;1203;11;967;0;1203;560;1;1;1450;0;5;0;0;0;5;0;227442;59;0;0;11;0;0
786;u01;20130830032401509;1377851041;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525870;232;PTA635AA001_BA001_CA001_RRA635BA001_3;786;0;0;956;0;0;0;0;0;0;0;0;0;0;12;0;0;956;956;11;782;0;956;419;0;0;1159;0;2;0;0;0;4;0;180747;50;0;0;9;0;0
787;u01;20130830022008631;1377847208;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525652;233;PTA635AA001_BA001_CA001_RSA635BA001_4;787;0;0;744;0;0;0;0;0;0;0;0;0;0;41;0;0;744;744;11;704;0;744;688;0;0;910;0;2;0;0;0;0;0;112360;15;0;0;1;0;0
788;u01;20130830060537756;1377860737;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525917;233;PTA635AA001_BA001_CA001_RSA635BA001_4;788;0;0;1009;0;0;0;0;0;0;0;0;0;0;50;0;0;1009;1009;11;939;0;1009;934;0;0;1251;1;5;0;0;0;0;0;152387;26;0;0;2;0;0
789;u01;20130830025850894;1377849530;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525837;232;PTA635AA001_BA001_CA001_RRA635BA001_3;789;0;0;923;0;0;0;0;0;0;0;0;0;0;12;0;0;923;923;11;739;0;923;410;0;0;1114;0;2;0;0;0;4;0;174508;48;0;0;9;0;0
790;u01;20130830040640067;1377853600;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525781;233;PTA635AA001_BA001_CA001_RSA635BA001_4;790;0;0;873;0;0;0;0;0;0;0;0;0;0;44;0;0;873;873;11;815;0;873;809;0;0;1068;0;2;0;0;0;0;0;131846;22;0;0;1;0;0
791;u01;20130830013354568;1377844434;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525736;232;PTA635AA001_BA001_CA001_RRA635BA001_3;791;0;0;822;0;0;0;0;0;0;0;0;0;0;12;0;0;822;822;11;638;0;822;365;0;0;989;0;2;0;0;0;4;0;155414;45;0;0;7;0;0
792;u01;20130830052528943;1377858328;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525872;233;PTA635AA001_BA001_CA001_RSA635BA001_4;792;0;0;964;0;0;0;0;0;0;0;0;0;0;44;0;0;964;964;11;905;0;964;896;0;0;1200;1;5;0;0;0;0;0;145590;24;0;0;2;0;0
793;u01;20130830031544905;1377850544;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525720;233;PTA635AA001_BA001_CA001_RSA635BA001_4;793;0;0;812;0;0;0;0;0;0;0;0;0;0;44;0;0;812;812;11;768;0;812;752;0;0;981;0;2;0;0;0;0;0;122630;17;0;0;1;0;0
794;u01;20130830040941409;1377853781;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525785;233;PTA635AA001_BA001_CA001_RSA635BA001_4;794;0;0;877;0;0;0;0;0;0;0;0;0;0;44;0;0;877;877;11;820;0;877;813;0;0;1075;0;2;0;0;0;0;0;132451;22;0;0;2;0;0
795;u01;20130830044724985;1377856044;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525835;233;PTA635AA001_BA001_CA001_RSA635BA001_4;795;0;0;927;0;0;0;0;0;0;0;0;0;0;44;0;0;927;927;11;868;0;927;863;0;0;1140;1;3;0;0;0;0;0;140002;23;0;0;2;0;0
796;u01;20130830033713900;1377851833;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525887;232;PTA635AA001_BA001_CA001_RRA635BA001_3;796;0;0;973;0;0;0;0;0;0;0;0;0;0;12;0;0;973;973;11;797;0;973;427;0;0;1180;0;2;0;0;0;4;0;183960;50;0;0;9;0;0
797;u01;20130830061539554;1377861339;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525931;233;PTA635AA001_BA001_CA001_RSA635BA001_4;797;0;0;1023;0;0;0;0;0;0;0;0;0;0;50;0;0;1023;1023;11;959;0;1023;942;0;0;1271;1;5;0;0;0;0;0;154501;26;0;0;2;0;0
798;u01;20130830020045585;1377846045;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525771;232;PTA635AA001_BA001_CA001_RRA635BA001_3;798;0;0;857;0;0;0;0;0;0;0;0;0;0;12;0;0;857;857;11;673;0;857;376;0;0;1032;0;2;0;0;0;4;0;162032;48;0;0;7;0;0
799;u01;20130830024712585;1377848832;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525683;233;PTA635AA001_BA001_CA001_RSA635BA001_4;799;0;0;775;0;0;0;0;0;0;0;0;0;0;44;0;0;775;775;11;718;0;775;716;0;0;930;0;2;0;0;0;0;0;117043;17;0;0;1;0;0
800;u01;20130830042611610;1377854771;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525807;233;PTA635AA001_BA001_CA001_RSA635BA001_4;800;0;0;899;0;0;0;0;0;0;0;0;0;0;44;0;0;899;899;11;849;0;899;835;0;0;1110;0;2;0;0;0;0;0;135774;23;0;0;2;0;0
801;u01;20130830050140797;1377856900;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525853;233;PTA635AA001_BA001_CA001_RSA635BA001_4;801;0;0;945;0;0;0;0;0;0;0;0;0;0;44;0;0;945;945;11;887;0;945;881;0;0;1175;1;3;0;0;0;0;0;142721;24;0;0;2;0;0
802;u01;20130830062446634;1377861886;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526072;232;PTA635AA001_BA001_CA001_RRA635BA001_3;802;0;0;1158;0;0;0;0;0;0;0;0;0;0;12;0;0;1158;1158;11;967;0;1158;533;1;1;1407;0;5;0;0;0;4;0;218931;56;0;0;9;0;0
803;u01;20130830015112293;1377845472;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525759;232;PTA635AA001_BA001_CA001_RRA635BA001_3;803;0;0;845;0;0;0;0;0;0;0;0;0;0;12;0;0;845;845;11;661;0;845;370;0;0;1016;0;2;0;0;0;4;0;159762;46;0;0;7;0;0
804;u01;20130830014812880;1377845292;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525755;232;PTA635AA001_BA001_CA001_RRA635BA001_3;804;0;0;841;0;0;0;0;0;0;0;0;0;0;12;0;0;841;841;11;656;0;841;370;0;0;1011;0;2;0;0;0;4;0;159006;46;0;0;7;0;0
805;u01;20130830030457588;1377849897;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525845;232;PTA635AA001_BA001_CA001_RRA635BA001_3;805;0;0;931;0;0;0;0;0;0;0;0;0;0;12;0;0;931;931;11;750;0;931;410;0;0;1125;0;2;0;0;0;4;0;176020;48;0;0;9;0;0
806;u01;20130830011059313;1377843059;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525708;232;PTA635AA001_BA001_CA001_RRA635BA001_3;806;0;0;794;0;0;0;0;0;0;0;0;0;0;12;0;0;794;794;11;602;0;794;354;0;0;947;0;0;0;0;0;4;0;150121;44;0;0;7;0;0
807;u01;20130830022610808;1377847570;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525797;232;PTA635AA001_BA001_CA001_RRA635BA001_3;807;0;0;883;0;0;0;0;0;0;0;0;0;0;12;0;0;883;883;11;709;0;883;389;0;0;1065;0;2;0;0;0;4;0;166948;48;0;0;9;0;0
808;u01;20130830000726565;1377839246;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525636;232;PTA635AA001_BA001_CA001_RRA635BA001_3;808;0;0;722;0;0;0;0;0;0;0;0;0;0;12;0;0;722;722;11;514;0;722;327;0;0;851;0;0;0;0;0;3;0;136508;41;0;0;6;0;0
809;u01;20130830004828422;1377841708;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525682;232;PTA635AA001_BA001_CA001_RRA635BA001_3;809;0;0;768;0;0;0;0;0;0;0;0;0;0;12;0;0;768;768;11;578;0;768;341;0;0;913;0;0;0;0;0;3;0;145204;42;0;0;7;0;0
