FID;FTYPE;DATE;TIMESTAMP;MACHINE;LANE;STAGE;OUTPUT;MJSID;LOTNAME;LOTNUMBER;SERIAL;PRODUCTID;PRODUCT;FID;BNDRcgStop;BNDStop;Board;BRcgStop;Bwait;CDErr;CMErr;CnvStop;CPErr;CRErr;CTErr;Cwait;FBStop;Fwait;JointPassWait;JudgeStop;LotBoard;LotModule;McFwait;McRwait;MHRcgStop;Module;OtherLStop;OthrStop;Pwait;Rwait;SCEStop;SCStop;Swait;TDispense;TDMiss;THMiss;TMMiss;TPickup;TPMiss;TPriming;Trbl;TRMiss;TRSErr;TRSMiss
280;u01;20130830011344891;1377843224;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525572;233;PTA635AA001_BA001_CA001_RSA635BA001_4;280;0;0;664;0;0;0;0;0;0;0;0;0;0;41;0;0;664;664;11;606;0;664;614;0;0;790;0;0;0;0;0;0;0;100280;15;0;0;1;0;0
281;u01;20130830043454367;1377855294;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525958;232;PTA635AA001_BA001_CA001_RRA635BA001_3;281;0;0;1044;0;0;0;0;0;0;0;0;0;0;12;0;0;1044;1044;11;862;0;1044;464;0;0;1272;0;2;0;0;0;4;0;197382;53;0;0;9;0;0
282;u01;20130830043110241;1377855070;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525953;232;PTA635AA001_BA001_CA001_RRA635BA001_3;282;0;0;1039;0;0;0;0;0;0;0;0;0;0;12;0;0;1039;1039;11;857;0;1039;462;0;0;1267;0;2;0;0;0;4;0;196437;53;0;0;9;0;0
283;u01;20130830024610054;1377848770;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525821;232;PTA635AA001_BA001_CA001_RRA635BA001_3;283;0;0;907;0;0;0;0;0;0;0;0;0;0;12;0;0;907;907;11;718;0;907;405;0;0;1094;0;2;0;0;0;4;0;171484;48;0;0;9;0;0
284;u01;20130830033145529;1377851505;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525880;232;PTA635AA001_BA001_CA001_RRA635BA001_3;284;0;0;966;0;0;0;0;0;0;0;0;0;0;12;0;0;966;966;11;788;0;966;424;0;0;1171;0;2;0;0;0;4;0;182637;50;0;0;9;0;0
285;u01;20130830024224095;1377848544;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525816;232;PTA635AA001_BA001_CA001_RRA635BA001_3;285;0;0;902;0;0;0;0;0;0;0;0;0;0;12;0;0;902;902;11;712;0;902;403;0;0;1088;0;2;0;0;0;4;0;170539;48;0;0;9;0;0
286;u01;20130830011428763;1377843268;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525573;233;PTA635AA001_BA001_CA001_RSA635BA001_4;286;0;0;665;0;0;0;0;0;0;0;0;0;0;41;0;0;665;665;11;608;0;665;615;0;0;792;0;0;0;0;0;0;0;100431;15;0;0;1;0;0
287;u01;20130830023734096;1377848254;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525671;233;PTA635AA001_BA001_CA001_RSA635BA001_4;287;0;0;763;0;0;0;0;0;0;0;0;0;0;42;0;0;763;763;11;709;0;763;705;0;0;918;0;2;0;0;0;0;0;115229;15;0;0;1;0;0
288;u01;20130830004743384;1377841663;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525681;232;PTA635AA001_BA001_CA001_RRA635BA001_3;288;0;0;767;0;0;0;0;0;0;0;0;0;0;12;0;0;767;767;11;576;0;767;341;0;0;911;0;0;0;0;0;3;0;145015;42;0;0;7;0;0
289;u01;20130830043324539;1377855204;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525956;232;PTA635AA001_BA001_CA001_RRA635BA001_3;289;0;0;1042;0;0;0;0;0;0;0;0;0;0;12;0;0;1042;1042;11;860;0;1042;463;0;0;1270;0;2;0;0;0;4;0;197004;53;0;0;9;0;0
290;u01;20130830014145247;1377844905;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525607;233;PTA635AA001_BA001_CA001_RSA635BA001_4;290;0;0;699;0;0;0;0;0;0;0;0;0;0;41;0;0;699;699;11;646;0;699;649;0;0;842;0;2;0;0;0;0;0;105565;15;0;0;1;0;0
291;u01;20130830045615864;1377856575;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525847;233;PTA635AA001_BA001_CA001_RSA635BA001_4;291;0;0;939;0;0;0;0;0;0;0;0;0;0;44;0;0;939;939;11;879;0;939;875;0;0;1163;1;3;0;0;0;0;0;141815;24;0;0;2;0;0
292;u01;20130830052129766;1377858089;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525868;233;PTA635AA001_BA001_CA001_RSA635BA001_4;292;0;0;960;0;0;0;0;0;0;0;0;0;0;44;0;0;960;960;11;901;0;960;893;0;0;1194;1;5;0;0;0;0;0;144986;24;0;0;2;0;0
293;u01;20130830014049045;1377844849;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525745;232;PTA635AA001_BA001_CA001_RRA635BA001_3;293;0;0;831;0;0;0;0;0;0;0;0;0;0;12;0;0;831;831;11;646;0;831;368;0;0;1000;0;2;0;0;0;4;0;157116;46;0;0;7;0;0
294;u01;20130830064524760;1377863124;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526104;232;PTA635AA001_BA001_CA001_RRA635BA001_3;294;0;0;1190;0;0;0;0;0;0;0;0;0;0;12;0;0;1190;1190;11;967;0;1190;552;1;1;1435;0;5;0;0;0;4;0;224982;58;0;0;10;0;0
295;u01;20130830064245815;1377862965;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526101;232;PTA635AA001_BA001_CA001_RRA635BA001_3;295;0;0;1187;0;0;0;0;0;0;0;0;0;0;12;0;0;1187;1187;11;967;0;1187;550;1;1;1430;0;5;0;0;0;4;0;224414;58;0;0;9;0;0
296;u01;20130830031527618;1377850527;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525859;232;PTA635AA001_BA001_CA001_RRA635BA001_3;296;0;0;945;0;0;0;0;0;0;0;0;0;0;12;0;0;945;945;11;768;0;945;415;0;0;1143;0;2;0;0;0;4;0;178666;48;0;0;9;0;0
297;u01;20130830023536365;1377848136;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525667;233;PTA635AA001_BA001_CA001_RSA635BA001_4;297;0;0;759;0;0;0;0;0;0;0;0;0;0;42;0;0;759;759;11;709;0;759;702;0;0;918;0;2;0;0;0;0;0;114625;15;0;0;1;0;0
298;u01;20130830053445471;1377858885;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526017;232;PTA635AA001_BA001_CA001_RRA635BA001_3;298;0;0;1103;0;0;0;0;0;0;0;0;0;0;12;0;0;1103;1103;11;907;0;1103;503;1;1;1337;0;5;0;0;0;4;0;208534;54;0;0;9;0;0
299;u01;20130830054813162;1377859693;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525895;233;PTA635AA001_BA001_CA001_RSA635BA001_4;299;0;0;987;0;0;0;0;0;0;0;0;0;0;44;0;0;987;987;11;926;0;987;919;0;0;1229;1;5;0;0;0;0;0;149065;26;0;0;2;0;0
300;u01;20130830022655682;1377847615;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525798;232;PTA635AA001_BA001_CA001_RRA635BA001_3;300;0;0;884;0;0;0;0;0;0;0;0;0;0;12;0;0;884;884;11;709;0;884;389;0;0;1066;0;2;0;0;0;4;0;167137;48;0;0;9;0;0
301;u01;20130830025421540;1377849261;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525831;232;PTA635AA001_BA001_CA001_RRA635BA001_3;301;0;0;917;0;0;0;0;0;0;0;0;0;0;12;0;0;917;917;11;730;0;917;408;0;0;1105;0;2;0;0;0;4;0;173374;48;0;0;9;0;0
302;u01;20130830040841389;1377853721;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525923;232;PTA635AA001_BA001_CA001_RRA635BA001_3;302;0;0;1009;0;0;0;0;0;0;0;0;0;0;12;0;0;1009;1009;11;818;0;1009;452;0;0;1227;0;2;0;0;0;4;0;190767;53;0;0;9;0;0
303;u01;20130830031227586;1377850347;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525855;232;PTA635AA001_BA001_CA001_RRA635BA001_3;303;0;0;941;0;0;0;0;0;0;0;0;0;0;12;0;0;941;941;11;764;0;941;414;0;0;1139;0;2;0;0;0;4;0;177910;48;0;0;9;0;0
304;u01;20130830065623971;1377863783;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526113;232;PTA635AA001_BA001_CA001_RRA635BA001_3;304;0;0;1199;0;0;0;0;0;0;0;0;0;0;12;0;0;1199;1199;11;967;0;1199;557;1;1;1445;0;5;0;0;0;5;0;226686;59;0;0;11;0;0
305;u01;20130830070416370;1377864256;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526123;232;PTA635AA001_BA001_CA001_RRA635BA001_3;305;0;0;1209;0;0;0;0;0;0;0;0;0;0;12;0;0;1209;1209;11;967;0;1209;565;1;1;1458;0;5;0;0;0;5;0;228576;59;0;0;11;0;0
306;u01;20130830011246747;1377843166;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525571;233;PTA635AA001_BA001_CA001_RSA635BA001_4;306;0;0;663;0;0;0;0;0;0;0;0;0;0;41;0;0;663;663;11;604;0;663;613;0;0;788;0;0;0;0;0;0;0;100129;15;0;0;1;0;0
307;u01;20130830001431844;1377839671;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525642;232;PTA635AA001_BA001_CA001_RRA635BA001_3;307;0;0;728;0;0;0;0;0;0;0;0;0;0;12;0;0;728;728;11;523;0;728;328;0;0;859;0;0;0;0;0;3;0;137642;41;0;0;6;0;0
308;u01;20130830003702734;1377841022;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525529;233;PTA635AA001_BA001_CA001_RSA635BA001_4;308;0;0;621;0;0;0;0;0;0;0;0;0;0;41;0;0;621;621;11;561;0;621;571;0;0;727;0;0;0;0;0;0;0;93783;11;0;0;1;0;0
309;u01;20130830025352916;1377849232;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525691;233;PTA635AA001_BA001_CA001_RSA635BA001_4;309;0;0;783;0;0;0;0;0;0;0;0;0;0;44;0;0;783;783;11;729;0;783;723;0;0;940;0;2;0;0;0;0;0;118251;17;0;0;1;0;0
310;u01;20130830042011464;1377854411;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525799;233;PTA635AA001_BA001_CA001_RSA635BA001_4;310;0;0;891;0;0;0;0;0;0;0;0;0;0;44;0;0;891;891;11;838;0;891;827;0;0;1097;0;2;0;0;0;0;0;134566;23;0;0;2;0;0
311;u01;20130830061227783;1377861147;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525925;233;PTA635AA001_BA001_CA001_RSA635BA001_4;311;0;0;1017;0;0;0;0;0;0;0;0;0;0;50;0;0;1017;1017;11;950;0;1017;941;0;0;1263;1;5;0;0;0;0;0;153595;26;0;0;2;0;0
312;u01;20130830065010151;1377863410;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525958;233;PTA635AA001_BA001_CA001_RSA635BA001_4;312;0;0;1050;0;0;0;0;0;0;0;0;0;0;62;0;0;1050;1050;11;967;0;1050;963;0;0;1279;1;5;0;0;0;0;0;158580;27;0;0;3;0;0
313;u01;20130830005704718;1377842224;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525554;233;PTA635AA001_BA001_CA001_RSA635BA001_4;313;0;0;646;0;0;0;0;0;0;0;0;0;0;41;0;0;646;646;11;588;0;646;596;0;0;763;0;0;0;0;0;0;0;97558;11;0;0;1;0;0
314;u01;20130830044226369;1377855746;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525828;233;PTA635AA001_BA001_CA001_RSA635BA001_4;314;0;0;920;0;0;0;0;0;0;0;0;0;0;44;0;0;920;920;11;866;0;920;856;0;0;1132;1;3;0;0;0;0;0;138945;23;0;0;2;0;0
315;u01;20130830021211126;1377846731;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525644;233;PTA635AA001_BA001_CA001_RSA635BA001_4;315;0;0;736;0;0;0;0;0;0;0;0;0;0;41;0;0;736;736;11;692;0;736;681;0;0;898;0;2;0;0;0;0;0;111152;15;0;0;1;0;0
316;u01;20130830060122509;1377860482;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525910;233;PTA635AA001_BA001_CA001_RSA635BA001_4;316;0;0;1002;0;0;0;0;0;0;0;0;0;0;47;0;0;1002;1002;11;939;0;1002;930;0;0;1248;1;5;0;0;0;0;0;151330;26;0;0;2;0;0
317;u01;20130830023322636;1377848002;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525806;232;PTA635AA001_BA001_CA001_RRA635BA001_3;317;0;0;892;0;0;0;0;0;0;0;0;0;0;12;0;0;892;892;11;709;0;892;395;0;0;1076;0;2;0;0;0;4;0;168649;48;0;0;9;0;0
318;u01;20130830023635309;1377848195;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525669;233;PTA635AA001_BA001_CA001_RSA635BA001_4;318;0;0;761;0;0;0;0;0;0;0;0;0;0;42;0;0;761;761;11;709;0;761;704;0;0;918;0;2;0;0;0;0;0;114927;15;0;0;1;0;0
319;u01;20130830053145402;1377858705;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525873;233;PTA635AA001_BA001_CA001_RSA635BA001_4;319;0;0;965;0;0;0;0;0;0;0;0;0;0;44;0;0;965;965;11;907;0;965;897;0;0;1202;1;5;0;0;0;0;0;145742;25;0;0;2;0;0
320;u01;20130830033100058;1377851460;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525879;232;PTA635AA001_BA001_CA001_RRA635BA001_3;320;0;0;965;0;0;0;0;0;0;0;0;0;0;12;0;0;965;965;11;787;0;965;424;0;0;1170;0;2;0;0;0;4;0;182448;50;0;0;9;0;0
321;u01;20130830062533144;1377861933;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526073;232;PTA635AA001_BA001_CA001_RRA635BA001_3;321;0;0;1159;0;0;0;0;0;0;0;0;0;0;12;0;0;1159;1159;11;967;0;1159;533;1;1;1408;0;5;0;0;0;4;0;219120;56;0;0;9;0;0
322;u01;20130830043257100;1377855177;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525816;233;PTA635AA001_BA001_CA001_RSA635BA001_4;322;0;0;908;0;0;0;0;0;0;0;0;0;0;44;0;0;908;908;11;859;0;908;844;0;0;1122;0;2;0;0;0;0;0;137133;23;0;0;2;0;0
323;u01;20130830023222543;1377847942;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525662;233;PTA635AA001_BA001_CA001_RSA635BA001_4;323;0;0;754;0;0;0;0;0;0;0;0;0;0;42;0;0;754;754;11;709;0;754;697;0;0;918;0;2;0;0;0;0;0;113870;15;0;0;1;0;0
324;u01;20130830060022727;1377860422;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525908;233;PTA635AA001_BA001_CA001_RSA635BA001_4;324;0;0;1000;0;0;0;0;0;0;0;0;0;0;47;0;0;1000;1000;11;939;0;1000;929;0;0;1248;1;5;0;0;0;0;0;151028;26;0;0;2;0;0
325;u01;20130830014027453;1377844827;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525605;233;PTA635AA001_BA001_CA001_RSA635BA001_4;325;0;0;697;0;0;0;0;0;0;0;0;0;0;41;0;0;697;697;11;646;0;697;647;0;0;839;0;2;0;0;0;0;0;105263;15;0;0;1;0;0
326;u01;20130830000527040;1377839127;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525494;233;PTA635AA001_BA001_CA001_RSA635BA001_4;326;0;0;586;0;0;0;0;0;0;0;0;0;0;41;0;0;586;586;11;512;0;586;538;0;0;670;0;0;0;0;0;0;0;88496;10;0;0;0;0;0
327;u01;20130830014659797;1377845219;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525614;233;PTA635AA001_BA001_CA001_RSA635BA001_4;327;0;0;706;0;0;0;0;0;0;0;0;0;0;41;0;0;706;706;11;653;0;706;656;0;0;855;0;2;0;0;0;0;0;106622;15;0;0;1;0;0
328;u01;20130830011031426;1377843031;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525568;233;PTA635AA001_BA001_CA001_RSA635BA001_4;328;0;0;660;0;0;0;0;0;0;0;0;0;0;41;0;0;660;660;11;601;0;660;610;0;0;785;0;0;0;0;0;0;0;99674;13;0;0;1;0;0
329;u01;20130830062231076;1377861751;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525940;233;PTA635AA001_BA001_CA001_RSA635BA001_4;329;0;0;1032;0;0;0;0;0;0;0;0;0;0;52;0;0;1032;1032;11;967;0;1032;947;0;0;1279;1;5;0;0;0;0;0;155861;27;0;0;2;0;0
330;u01;20130830062252747;1377861772;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526069;232;PTA635AA001_BA001_CA001_RRA635BA001_3;330;0;0;1155;0;0;0;0;0;0;0;0;0;0;12;0;0;1155;1155;11;967;0;1155;532;1;1;1404;0;5;0;0;0;4;0;218364;56;0;0;9;0;0
331;u01;20130830015830979;1377845910;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525768;232;PTA635AA001_BA001_CA001_RRA635BA001_3;331;0;0;854;0;0;0;0;0;0;0;0;0;0;12;0;0;854;854;11;670;0;854;373;0;0;1028;0;2;0;0;0;4;0;161464;47;0;0;7;0;0
332;u01;20130830063837508;1377862717;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525953;233;PTA635AA001_BA001_CA001_RSA635BA001_4;332;0;0;1045;0;0;0;0;0;0;0;0;0;0;60;0;0;1045;1045;11;967;0;1045;960;0;0;1279;1;5;0;0;0;0;0;157825;27;0;0;3;0;0
333;u01;20130830060951655;1377860991;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525922;233;PTA635AA001_BA001_CA001_RSA635BA001_4;333;0;0;1014;0;0;0;0;0;0;0;0;0;0;50;0;0;1014;1014;11;945;0;1014;938;0;0;1258;1;5;0;0;0;0;0;153142;26;0;0;2;0;0
334;u01;20130830041609187;1377854169;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525933;232;PTA635AA001_BA001_CA001_RRA635BA001_3;334;0;0;1019;0;0;0;0;0;0;0;0;0;0;12;0;0;1019;1019;11;831;0;1019;456;0;0;1241;0;2;0;0;0;4;0;192657;53;0;0;9;0;0
335;u01;20130830031330278;1377850410;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525717;233;PTA635AA001_BA001_CA001_RSA635BA001_4;335;0;0;809;0;0;0;0;0;0;0;0;0;0;44;0;0;809;809;11;765;0;809;749;0;0;977;0;2;0;0;0;0;0;122177;17;0;0;1;0;0
336;u01;20130830051839709;1377857919;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526005;232;PTA635AA001_BA001_CA001_RRA635BA001_3;336;0;0;1091;0;0;0;0;0;0;0;0;0;0;12;0;0;1091;1091;11;899;0;1091;493;1;0;1323;0;5;0;0;0;4;0;206266;54;0;0;9;0;0
337;u01;20130830060616362;1377860776;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525918;233;PTA635AA001_BA001_CA001_RSA635BA001_4;337;0;0;1010;0;0;0;0;0;0;0;0;0;0;50;0;0;1010;1010;11;939;0;1010;935;0;0;1252;1;5;0;0;0;0;0;152538;26;0;0;2;0;0
338;u01;20130830053623489;1377858983;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525880;233;PTA635AA001_BA001_CA001_RSA635BA001_4;338;0;0;972;0;0;0;0;0;0;0;0;0;0;44;0;0;972;972;11;907;0;972;904;0;0;1207;1;5;0;0;0;0;0;146799;25;0;0;2;0;0
339;u01;20130830044305799;1377855785;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525829;233;PTA635AA001_BA001_CA001_RSA635BA001_4;339;0;0;921;0;0;0;0;0;0;0;0;0;0;44;0;0;921;921;11;866;0;921;857;0;0;1132;1;3;0;0;0;0;0;139096;23;0;0;2;0;0
340;u01;20130830061622473;1377861382;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525933;233;PTA635AA001_BA001_CA001_RSA635BA001_4;340;0;0;1025;0;0;0;0;0;0;0;0;0;0;50;0;0;1025;1025;11;963;0;1025;943;0;0;1275;1;5;0;0;0;0;0;154803;26;0;0;2;0;0
341;u01;20130830010859442;1377842939;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525566;233;PTA635AA001_BA001_CA001_RSA635BA001_4;341;0;0;658;0;0;0;0;0;0;0;0;0;0;41;0;0;658;658;11;599;0;658;608;0;0;782;0;0;0;0;0;0;0;99372;13;0;0;1;0;0
342;u01;20130830012329999;1377843809;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525585;233;PTA635AA001_BA001_CA001_RSA635BA001_4;342;0;0;677;0;0;0;0;0;0;0;0;0;0;41;0;0;677;677;11;620;0;677;627;0;0;810;0;2;0;0;0;0;0;102243;15;0;0;1;0;0
343;u01;20130830053324983;1377858804;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526015;232;PTA635AA001_BA001_CA001_RRA635BA001_3;343;0;0;1101;0;0;0;0;0;0;0;0;0;0;12;0;0;1101;1101;11;907;0;1101;502;1;1;1336;0;5;0;0;0;4;0;208156;54;0;0;9;0;0
344;u01;20130830033946173;1377851986;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525890;232;PTA635AA001_BA001_CA001_RRA635BA001_3;344;0;0;976;0;0;0;0;0;0;0;0;0;0;12;0;0;976;976;11;801;0;976;428;0;0;1183;0;2;0;0;0;4;0;184527;50;0;0;9;0;0
345;u01;20130830041439095;1377854079;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525931;232;PTA635AA001_BA001_CA001_RRA635BA001_3;345;0;0;1017;0;0;0;0;0;0;0;0;0;0;12;0;0;1017;1017;11;828;0;1017;455;0;0;1238;0;2;0;0;0;4;0;192279;53;0;0;9;0;0
346;u01;20130830000356082;1377839036;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525492;233;PTA635AA001_BA001_CA001_RSA635BA001_4;346;0;0;584;0;0;0;0;0;0;0;0;0;0;41;0;0;584;584;11;510;0;584;536;0;0;668;0;0;0;0;0;0;0;88194;10;0;0;0;0;0
347;u01;20130830022930630;1377847770;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525657;233;PTA635AA001_BA001_CA001_RSA635BA001_4;347;0;0;749;0;0;0;0;0;0;0;0;0;0;42;0;0;749;749;11;709;0;749;692;0;0;918;0;2;0;0;0;0;0;113115;15;0;0;1;0;0
348;u01;20130830024824962;1377848904;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525824;232;PTA635AA001_BA001_CA001_RRA635BA001_3;348;0;0;910;0;0;0;0;0;0;0;0;0;0;12;0;0;910;910;11;720;0;910;406;0;0;1097;0;2;0;0;0;4;0;172051;48;0;0;9;0;0
349;u01;20130830011014083;1377843014;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525707;232;PTA635AA001_BA001_CA001_RRA635BA001_3;349;0;0;793;0;0;0;0;0;0;0;0;0;0;12;0;0;793;793;11;601;0;793;353;0;0;946;0;0;0;0;0;4;0;149932;44;0;0;7;0;0
350;u01;20130830040258686;1377853378;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525916;232;PTA635AA001_BA001_CA001_RRA635BA001_3;350;0;0;1002;0;0;0;0;0;0;0;0;0;0;12;0;0;1002;1002;11;808;0;1002;450;0;0;1218;0;2;0;0;0;4;0;189443;52;0;0;9;0;0
351;u01;20130830035709123;1377853029;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525768;233;PTA635AA001_BA001_CA001_RSA635BA001_4;351;0;0;860;0;0;0;0;0;0;0;0;0;0;44;0;0;860;860;11;807;0;860;797;0;0;1048;0;2;0;0;0;0;0;129881;20;0;0;1;0;0
352;u01;20130830025636955;1377849396;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525834;232;PTA635AA001_BA001_CA001_RRA635BA001_3;352;0;0;920;0;0;0;0;0;0;0;0;0;0;12;0;0;920;920;11;735;0;920;408;0;0;1110;0;2;0;0;0;4;0;173941;48;0;0;9;0;0
353;u01;20130830070907155;1377864547;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525981;233;PTA635AA001_BA001_CA001_RSA635BA001_4;353;0;0;1073;0;0;0;0;0;0;0;0;0;0;74;0;0;1073;1073;11;967;0;1073;980;0;0;1279;1;5;0;0;0;0;0;162054;28;0;0;3;0;0
354;u01;20130830015507838;1377845707;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525624;233;PTA635AA001_BA001_CA001_RSA635BA001_4;354;0;0;716;0;0;0;0;0;0;0;0;0;0;41;0;0;716;716;11;664;0;716;666;0;0;871;0;2;0;0;0;0;0;108132;15;0;0;1;0;0
355;u01;20130830063954856;1377862794;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525955;233;PTA635AA001_BA001_CA001_RSA635BA001_4;355;0;0;1047;0;0;0;0;0;0;0;0;0;0;60;0;0;1047;1047;11;967;0;1047;962;0;0;1279;1;5;0;0;0;0;0;158127;27;0;0;3;0;0
356;u01;20130830021516527;1377846916;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525787;232;PTA635AA001_BA001_CA001_RRA635BA001_3;356;0;0;873;0;0;0;0;0;0;0;0;0;0;12;0;0;873;873;11;699;0;873;383;0;0;1052;0;2;0;0;0;4;0;165057;48;0;0;8;0;0
357;u01;20130830044030476;1377855630;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525825;233;PTA635AA001_BA001_CA001_RSA635BA001_4;357;0;0;917;0;0;0;0;0;0;0;0;0;0;44;0;0;917;917;11;866;0;917;853;0;0;1132;1;3;0;0;0;0;0;138492;23;0;0;2;0;0
358;u01;20130830054928213;1377859768;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526036;232;PTA635AA001_BA001_CA001_RRA635BA001_3;358;0;0;1122;0;0;0;0;0;0;0;0;0;0;12;0;0;1122;1122;11;928;0;1122;515;1;1;1363;0;5;0;0;0;4;0;212126;55;0;0;9;0;0
359;u01;20130830054309022;1377859389;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525889;233;PTA635AA001_BA001_CA001_RSA635BA001_4;359;0;0;981;0;0;0;0;0;0;0;0;0;0;44;0;0;981;981;11;919;0;981;913;0;0;1219;1;5;0;0;0;0;0;148158;25;0;0;2;0;0
360;u01;20130830041054247;1377853854;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525926;232;PTA635AA001_BA001_CA001_RRA635BA001_3;360;0;0;1012;0;0;0;0;0;0;0;0;0;0;12;0;0;1012;1012;11;823;0;1012;452;0;0;1232;0;2;0;0;0;4;0;191334;53;0;0;9;0;0
